省份,城市,年份,价格,趋势,,,,,,
吉林,长春,2023,8200,1.37%↓,,,,,,
吉林,长春,2024,8069,0.53%↓,,,,,,
江苏,常州,2015,6560,5%↓,,,,,,
江苏,常州,2016,8202,6.29%↑,,,,,,
江苏,常州,2017,12069,0.01%↑,,,,,,
江苏,常州,2018,13426,1.94%↓,,,,,,
江苏,常州,2019,14122,0.57%↑,,,,,,
江苏,常州,2020,15003,1.04%↑,,,,,,
江苏,常州,2021,15353,0.74%↓,,,,,,
江苏,常州,2022,15113,0.21%↑,,,,,,
江苏,常州,2023,13159,1.08%↓,,,,,,
江苏,常州,2024,12972,0.14%↑,,,,,,
江苏,大丰,2019,8571,0.04%↓,,,,,,
江苏,大丰,2020,8821,0.18%↓,,,,,,
江苏,大丰,2021,8913,1.19%↓,,,,,,
江苏,大丰,2022,8875,0.61%↑,,,,,,
江苏,大丰,2023,8850,--,,,,,,
江苏,大丰,2024,8850,--,,,,,,
江苏,淮安,2015,5580,5%↓,,,,,,
江苏,淮安,2016,5740,0.96%↑,,,,,,
江苏,淮安,2017,7988,0.01%↑,,,,,,
江苏,淮安,2018,8582,1.23%↓,,,,,,
江苏,淮安,2019,8343,0.14%↑,,,,,,
江苏,淮安,2020,9942,3.25%↑,,,,,,
江苏,淮安,2021,10218,1.08%↓,,,,,,
江苏,淮安,2022,9646,0.15%↓,,,,,,
江苏,淮安,2023,8223,1.76%↓,,,,,,
江苏,淮安,2024,8095,0.34%↓,,,,,,
江苏,昆山,2015,7488,--,,,,,,
江苏,昆山,2016,10706,1.75%↓,,,,,,
江苏,昆山,2017,11562,0.01%↑,,,,,,
江苏,昆山,2018,13764,1.21%↑,,,,,,
江苏,昆山,2019,15906,1.13%↑,,,,,,
江苏,昆山,2020,16965,0.64%↑,,,,,,
江苏,昆山,2021,18341,1.65%↑,,,,,,
江苏,昆山,2022,18971,1.89%↑,,,,,,
江苏,昆山,2023,17527,2.32%↓,,,,,,
江苏,昆山,2024,17518,0.09%↓,,,,,,
江苏,连云港,2015,5964,--,,,,,,
江苏,连云港,2016,6458,0.08%↑,,,,,,
江苏,连云港,2017,8438,0.04%↓,,,,,,
江苏,连云港,2018,8510,0.95%↓,,,,,,
江苏,连云港,2019,8677,0.66%↓,,,,,,
江苏,连云港,2020,9564,1.63%↑,,,,,,
江苏,连云港,2021,10550,0.65%↓,,,,,,
江苏,连云港,2022,10641,1.12%↑,,,,,,
江苏,连云港,2023,9428,1.51%↓,,,,,,
江苏,连云港,2024,9274,0.51%↓,,,,,,
江苏,南京,2015,18697,1%↑,,,,,,
江苏,南京,2016,24867,0.62%↑,,,,,,
江苏,南京,2017,25733,0.01%↑,,,,,,
江苏,南京,2018,27568,0.85%↑,,,,,,
江苏,南京,2019,28526,0.98%↓,,,,,,
江苏,南京,2020,28640,0.48%↓,,,,,,
江苏,南京,2021,27883,0.93%↓,,,,,,
江苏,南京,2022,25329,1.18%↓,,,,,,
江苏,南京,2023,27205,1.04%↑,,,,,,
江苏,南京,2024,27909,0.45%↑,,,,,,
江苏,南通,2015,8308,4%↓,,,,,,
江苏,南通,2016,8716,0.36%↓,,,,,,
江苏,南通,2017,10717,0.03%↑,,,,,,
江苏,南通,2018,11772,0.3%↓,,,,,,
江苏,南通,2019,13720,1.52%↑,,,,,,
江苏,南通,2020,15964,1.01%↑,,,,,,
江苏,南通,2021,15871,0.64%↓,,,,,,
江苏,南通,2022,14552,1.47%↓,,,,,,
江苏,南通,2023,12725,1.5%↓,,,,,,
江苏,南通,2024,12675,0.16%↓,,,,,,
江苏,沭阳,2015,5500,--,,,,,,
江苏,沭阳,2016,5500,--,,,,,,
江苏,沭阳,2017,7082,0.01%↓,,,,,,
江苏,沭阳,2018,7953,0.63%↑,,,,,,
江苏,沭阳,2019,8509,1.23%↑,,,,,,
江苏,沭阳,2020,8685,0.81%↑,,,,,,
江苏,沭阳,2021,9588,1.05%↑,,,,,,
江苏,沭阳,2022,8897,0.58%↓,,,,,,
江苏,沭阳,2023,8672,--,,,,,,
江苏,沭阳,2024,8672,--,,,,,,
江苏,苏州,2015,12251,3%↑,,,,,,
江苏,苏州,2016,16181,0.18%↑,,,,,,
江苏,苏州,2017,15320,0.01%↓,,,,,,
江苏,苏州,2018,16943,1.33%↑,,,,,,
江苏,苏州,2019,19568,0.64%↑,,,,,,
江苏,苏州,2020,21687,0.02%↑,,,,,,
江苏,苏州,2021,22346,0.61%↑,,,,,,
江苏,苏州,2022,21173,0.15%↓,,,,,,
江苏,苏州,2023,20268,1.5%↓,,,,,,
江苏,苏州,2024,19986,0.37%↓,,,,,,
江苏,宿迁,2015,4905,1%↓,,,,,,
江苏,宿迁,2016,5085,0.35%↑,,,,,,
江苏,宿迁,2017,7120,0.02%↑,,,,,,
江苏,宿迁,2018,7698,2.27%↓,,,,,,
江苏,宿迁,2019,8672,1.09%↑,,,,,,
江苏,宿迁,2020,9977,1.24%↑,,,,,,
江苏,宿迁,2021,10331,1.16%↓,,,,,,
江苏,宿迁,2022,10103,0.48%↓,,,,,,
江苏,宿迁,2023,9131,1.31%↓,,,,,,
江苏,宿迁,2024,8973,0.58%↓,,,,,,
江苏,泰州,2015,4651,--,,,,,,
江苏,泰州,2016,7285,1.79%↑,,,,,,
江苏,泰州,2017,9110,0.01%↑,,,,,,
江苏,泰州,2018,10258,0.62%↓,,,,,,
江苏,泰州,2019,10920,0.18%↑,,,,,,
江苏,泰州,2020,11316,0.22%↓,,,,,,
江苏,泰州,2021,13065,0.69%↓,,,,,,
江苏,泰州,2022,12348,0.16%↑,,,,,,
江苏,泰州,2023,11256,0.18%↓,,,,,,
江苏,泰州,2024,11160,0.4%↓,,,,,,
江苏,无锡,2015,6771,1%↓,,,,,,
江苏,无锡,2016,8300,1.04%↑,,,,,,
江苏,无锡,2017,9592,0.01%↓,,,,,,
江苏,无锡,2018,11030,1.15%↑,,,,,,
江苏,无锡,2019,12800,0.74%↑,,,,,,
江苏,无锡,2020,14101,1.37%↑,,,,,,
江苏,无锡,2021,15434,2.35%↑,,,,,,
江苏,无锡,2022,15343,1.31%↑,,,,,,
江苏,无锡,2023,13697,0.64%↓,,,,,,
江苏,无锡,2024,13798,0.92%↑,,,,,,
江苏,徐州,2015,6624,1%↓,,,,,,
江苏,徐州,2016,6761,0.27%↑,,,,,,
江苏,徐州,2017,8786,0.01%↑,,,,,,
江苏,徐州,2018,10132,1.38%↓,,,,,,
江苏,徐州,2019,10538,0.29%↑,,,,,,
江苏,徐州,2020,10585,0.22%↑,,,,,,
江苏,徐州,2021,10612,0.12%↓,,,,,,
江苏,徐州,2022,10367,0.55%↓,,,,,,
江苏,徐州,2023,9016,1.26%↓,,,,,,
江苏,徐州,2024,8815,0.46%↓,,,,,,
江苏,盐城,2015,6514,3%↓,,,,,,
江苏,盐城,2016,6607,1.63%↓,,,,,,
江苏,盐城,2017,8440,0.04%↓,,,,,,
江苏,盐城,2018,9349,0.56%↑,,,,,,
江苏,盐城,2019,10003,0.05%↑,,,,,,
江苏,盐城,2020,11154,0.32%↑,,,,,,
江苏,盐城,2021,11980,1.41%↓,,,,,,
江苏,盐城,2022,10097,2.99%↓,,,,,,
江苏,盐城,2023,8650,1.63%↓,,,,,,
江苏,盐城,2024,8588,0.29%↑,,,,,,
江苏,扬州,2015,8406,12%↓,,,,,,
江苏,扬州,2016,8597,0.07%↓,,,,,,
江苏,扬州,2017,10861,0.05%↑,,,,,,
江苏,扬州,2018,12480,0.49%↓,,,,,,
江苏,扬州,2019,13081,0.06%↑,,,,,,
江苏,扬州,2020,13586,0.1%↑,,,,,,
江苏,扬州,2021,14193,0.61%↓,,,,,,
江苏,扬州,2022,13541,0.16%↓,,,,,,
江苏,扬州,2023,11843,1.93%↓,,,,,,
江苏,扬州,2024,11654,0.22%↓,,,,,,
江苏,镇江,2015,7304,6%↑,,,,,,
江苏,镇江,2016,7240,0.75%↓,,,,,,
江苏,镇江,2017,9049,0.01%↑,,,,,,
江苏,镇江,2018,9700,0.43%↓,,,,,,
江苏,镇江,2019,9393,0.86%↓,,,,,,
江苏,镇江,2020,9285,0.02%↓,,,,,,
江苏,镇江,2021,9709,0.35%↓,,,,,,
江苏,镇江,2022,9058,1.1%↓,,,,,,
江苏,镇江,2023,8261,1.19%↓,,,,,,
江苏,镇江,2024,8122,0.48%↓,,,,,,
江西,抚州,2015,5491,--,,,,,,
江西,抚州,2016,5687,1.02%↑,,,,,,
江西,抚州,2017,7355,0.05%↓,,,,,,
江西,抚州,2018,7872,0.02%↓,,,,,,
江西,抚州,2019,8006,0.26%↓,,,,,,
江西,抚州,2020,8003,0.78%↑,,,,,,
江西,抚州,2021,7952,0.83%↓,,,,,,
江西,抚州,2022,7842,0.16%↑,,,,,,
江西,抚州,2023,6985,1.6%↓,,,,,,
江西,抚州,2024,6510,5.37%↓,,,,,,
江西,赣州,2015,5621,--,,,,,,
江西,赣州,2016,6024,0.04%↓,,,,,,
江西,赣州,2017,7824,0.03%↑,,,,,,
江西,赣州,2018,8923,0.23%↓,,,,,,
江西,赣州,2019,8375,1.71%↓,,,,,,
江西,赣州,2020,8490,1.3%↑,,,,,,
江西,赣州,2021,9499,0.35%↑,,,,,,
江西,赣州,2022,9530,0.2%↓,,,,,,
江西,赣州,2023,8731,1.2%↓,,,,,,
江西,赣州,2024,8663,1.23%↓,,,,,,
江西,吉安,2015,4934,1%↓,,,,,,
江西,吉安,2016,5054,1.06%↑,,,,,,
江西,吉安,2017,6956,0.04%↑,,,,,,
江西,吉安,2018,8137,0.9%↓,,,,,,
江西,吉安,2019,8035,0.17%↓,,,,,,
江西,吉安,2020,8091,0.75%↑,,,,,,
江西,吉安,2021,8297,0.05%↓,,,,,,
江西,吉安,2022,8456,1.47%↓,,,,,,
江西,吉安,2023,7892,0.57%↑,,,,,,
江西,吉安,2024,7734,0.16%↓,,,,,,
江西,景德镇,2015,3710,--,,,,,,
江西,景德镇,2016,3794,0.99%↓,,,,,,
江西,景德镇,2017,5858,0.02%↑,,,,,,
江西,景德镇,2018,6335,0.85%↓,,,,,,
江西,景德镇,2019,6671,0.27%↑,,,,,,
江西,景德镇,2020,6968,0.49%↑,,,,,,
江西,景德镇,2021,7059,1.35%↑,,,,,,
江西,景德镇,2022,6981,2.44%↑,,,,,,
江西,景德镇,2023,6293,0.31%↓,,,,,,
江西,景德镇,2024,6195,0.04%↑,,,,,,
江西,九江,2015,5140,6%↑,,,,,,
江西,九江,2016,5249,1.32%↑,,,,,,
江西,九江,2017,6572,0.02%↑,,,,,,
江西,九江,2018,7232,0.08%↑,,,,,,
江西,九江,2019,6771,0.23%↓,,,,,,
江西,九江,2020,6822,0.3%↓,,,,,,
江西,九江,2021,6932,0.68%↓,,,,,,
江西,九江,2022,6910,0.03%↑,,,,,,
江西,九江,2023,7438,1.95%↓,,,,,,
江西,九江,2024,7440,0.25%↓,,,,,,
江西,南昌,2015,9212,--,,,,,,
江西,南昌,2016,9987,5.31%↑,,,,,,
江西,南昌,2017,11396,--,,,,,,
江西,南昌,2018,12248,0.21%↓,,,,,,
江西,南昌,2019,12185,0.63%↓,,,,,,
江西,南昌,2020,12135,0.09%↓,,,,,,
江西,南昌,2021,11927,0.67%↓,,,,,,
江西,南昌,2022,11912,0.03%↓,,,,,,
江西,南昌,2023,10967,0.44%↑,,,,,,
江西,南昌,2024,11047,0.09%↓,,,,,,
江西,萍乡,2015,3744,--,,,,,,
江西,萍乡,2016,3720,0.23%↓,,,,,,
江西,萍乡,2017,4088,0.06%↑,,,,,,
江西,萍乡,2018,4904,0.68%↓,,,,,,
江西,萍乡,2019,5313,0.31%↑,,,,,,
江西,萍乡,2020,5353,1.69%↓,,,,,,
江西,萍乡,2021,5178,4.5%↓,,,,,,
江西,萍乡,2022,5366,1.24%↓,,,,,,
江西,萍乡,2023,4993,0.47%↓,,,,,,
江西,萍乡,2024,4950,0.93%↓,,,,,,
江西,上饶,2016,7012,0.38%↓,,,,,,
江西,上饶,2017,7777,0.01%↓,,,,,,
江西,上饶,2018,7759,1.41%↓,,,,,,
江西,上饶,2019,7779,0.11%↓,,,,,,
江西,上饶,2020,8098,1.37%↑,,,,,,
江西,上饶,2021,7966,0.71%↑,,,,,,
江西,上饶,2022,7687,0.53%↓,,,,,,
江西,上饶,2023,7401,1.01%↓,,,,,,
江西,上饶,2024,7368,0.08%↓,,,,,,
江西,新余,2018,5405,3.01%↑,,,,,,
江西,新余,2019,5513,0.88%↑,,,,,,
江西,新余,2020,5692,1.03%↑,,,,,,
江西,新余,2021,5885,2.15%↓,,,,,,
江西,新余,2022,5807,0.92%↓,,,,,,
江西,新余,2023,6006,0.69%↓,,,,,,
江西,新余,2024,5970,1%↑,,,,,,
江西,宜春,2016,4123,--,,,,,,
江西,宜春,2017,5742,0.02%↓,,,,,,
江西,宜春,2018,6733,0.72%↓,,,,,,
江西,宜春,2019,7054,0.56%↓,,,,,,
江西,宜春,2020,7631,1.09%↑,,,,,,
江西,宜春,2021,7841,0.59%↓,,,,,,
江西,宜春,2022,7769,2.58%↓,,,,,,
江西,宜春,2023,7029,1.93%↓,,,,,,
江西,宜春,2024,6919,0.33%↑,,,,,,
江西,鹰潭,2019,6224,0.14%↑,,,,,,
江西,鹰潭,2020,6314,0.42%↓,,,,,,
江西,鹰潭,2021,6517,0.2%↑,,,,,,
江西,鹰潭,2022,6419,0.48%↓,,,,,,
江西,鹰潭,2023,6655,0.92%↓,,,,,,
江西,鹰潭,2024,6502,1.43%↓,,,,,,
辽宁,鞍山,2015,4638,1%↓,,,,,,
辽宁,鞍山,2016,4240,0.47%↓,,,,,,
辽宁,鞍山,2017,4408,--,,,,,,
辽宁,鞍山,2018,4322,0.2%↑,,,,,,
辽宁,鞍山,2019,4615,0.69%↓,,,,,,
辽宁,鞍山,2020,4607,0.72%↓,,,,,,
辽宁,鞍山,2021,4616,1.42%↑,,,,,,
辽宁,鞍山,2022,4677,0.69%↑,,,,,,
辽宁,鞍山,2023,4120,0.66%↓,,,,,,
辽宁,鞍山,2024,4243,1.99%↑,,,,,,
辽宁,本溪,2016,4848,--,,,,,,
辽宁,本溪,2018,5371,0.3%↑,,,,,,
辽宁,本溪,2019,5259,1.89%↑,,,,,,
辽宁,本溪,2020,5396,1.3%↑,,,,,,
辽宁,本溪,2021,5318,0.31%↓,,,,,,
辽宁,本溪,2022,5168,1.2%↓,,,,,,
辽宁,本溪,2023,4885,1.38%↓,,,,,,
辽宁,本溪,2024,4847,0.17%↓,,,,,,
辽宁,朝阳,2017,4746,0.09%↑,,,,,,
辽宁,朝阳,2018,4683,2.25%↑,,,,,,
辽宁,朝阳,2019,4725,0.68%↑,,,,,,
辽宁,朝阳,2020,4868,1.48%↑,,,,,,
辽宁,朝阳,2021,5028,0.71%↓,,,,,,
辽宁,朝阳,2022,4955,0.02%↑,,,,,,
辽宁,朝阳,2023,4956,0.35%↓,,,,,,
辽宁,朝阳,2024,4957,0.18%↑,,,,,,
辽宁,大连,2015,9816,--,,,,,,
辽宁,大连,2016,9854,1.56%↓,,,,,,
辽宁,大连,2017,10495,0.01%↑,,,,,,
辽宁,大连,2018,11893,1.17%↑,,,,,,
辽宁,大连,2019,13796,1.17%↑,,,,,,
辽宁,大连,2020,15128,1%↑,,,,,,
辽宁,大连,2021,15449,3.04%↑,,,,,,
辽宁,大连,2022,14260,0.13%↓,,,,,,
辽宁,大连,2023,13055,1.08%↓,,,,,,
辽宁,大连,2024,12659,1.96%↓,,,,,,
辽宁,丹东,2015,5536,2%↓,,,,,,
辽宁,丹东,2016,5519,0.1%↑,,,,,,
辽宁,丹东,2017,5692,0.05%↑,,,,,,
辽宁,丹东,2018,6324,0.14%↑,,,,,,
辽宁,丹东,2019,6792,1.03%↓,,,,,,
辽宁,丹东,2020,7188,0.6%↑,,,,,,
辽宁,丹东,2021,6722,0.54%↓,,,,,,
辽宁,丹东,2022,6429,1.32%↓,,,,,,
辽宁,丹东,2023,6084,0.07%↑,,,,,,
辽宁,丹东,2024,6121,1.11%↑,,,,,,
辽宁,抚顺,2016,4488,0.02%↑,,,,,,
辽宁,抚顺,2017,4801,0.04%↑,,,,,,
辽宁,抚顺,2018,4560,1.61%↓,,,,,,
辽宁,抚顺,2019,4844,1.74%↓,,,,,,
辽宁,抚顺,2020,5142,0.45%↑,,,,,,
辽宁,抚顺,2021,4825,0.3%↓,,,,,,
辽宁,抚顺,2022,4827,0.41%↑,,,,,,
辽宁,抚顺,2023,4343,1.18%↓,,,,,,
辽宁,抚顺,2024,4290,0.19%↓,,,,,,
辽宁,阜新,2016,3793,--,,,,,,
辽宁,阜新,2017,3784,0.1%↑,,,,,,
辽宁,阜新,2018,3742,1.45%↑,,,,,,
辽宁,阜新,2019,3710,0.21%↓,,,,,,
辽宁,阜新,2020,3984,0.9%↑,,,,,,
辽宁,阜新,2021,3919,0.44%↑,,,,,,
辽宁,阜新,2022,4089,0.66%↑,,,,,,
辽宁,阜新,2023,3900,0.3%↑,,,,,,
辽宁,阜新,2024,3941,0.64%↑,,,,,,
辽宁,葫芦岛,2015,5678,--,,,,,,
辽宁,葫芦岛,2016,4897,--,,,,,,
辽宁,葫芦岛,2017,5451,--,,,,,,
辽宁,葫芦岛,2018,5711,0.46%↑,,,,,,
辽宁,葫芦岛,2019,5509,0.82%↓,,,,,,
辽宁,葫芦岛,2020,5588,0.81%↓,,,,,,
辽宁,葫芦岛,2021,5343,1.48%↓,,,,,,
辽宁,葫芦岛,2022,5209,0.03%↓,,,,,,
辽宁,葫芦岛,2023,4906,0.05%↓,,,,,,
辽宁,葫芦岛,2024,4935,0.61%↑,,,,,,
辽宁,锦州,2015,5089,2%↑,,,,,,
辽宁,锦州,2016,5104,0.07%↓,,,,,,
辽宁,锦州,2017,5141,0.1%↑,,,,,,
辽宁,锦州,2018,5118,0.74%↓,,,,,,
辽宁,锦州,2019,5875,1.37%↑,,,,,,
辽宁,锦州,2020,5982,2.43%↑,,,,,,
辽宁,锦州,2021,5278,1.25%↓,,,,,,
辽宁,锦州,2022,5381,0.98%↑,,,,,,
辽宁,锦州,2023,4832,0.37%↓,,,,,,
辽宁,锦州,2024,4791,0.5%↓,,,,,,
辽宁,辽阳,2015,4680,1%↓,,,,,,
辽宁,辽阳,2016,4553,0.02%↑,,,,,,
辽宁,辽阳,2017,4486,0.02%↑,,,,,,
辽宁,辽阳,2018,4577,1.57%↑,,,,,,
辽宁,辽阳,2019,4774,1%↓,,,,,,
辽宁,辽阳,2020,4672,0.46%↓,,,,,,
辽宁,辽阳,2021,4546,0.77%↑,,,,,,
辽宁,辽阳,2022,4270,0.37%↓,,,,,,
辽宁,辽阳,2023,3962,0.78%↓,,,,,,
辽宁,辽阳,2024,4011,0.92%↑,,,,,,
辽宁,盘锦,2015,3871,5%↓,,,,,,
辽宁,盘锦,2016,3981,0.13%↓,,,,,,
辽宁,盘锦,2017,3866,0.03%↓,,,,,,
辽宁,盘锦,2018,4020,0.37%↓,,,,,,
辽宁,盘锦,2019,4390,0.63%↓,,,,,,
辽宁,盘锦,2020,4432,1.75%↑,,,,,,
辽宁,盘锦,2021,4365,0.21%↑,,,,,,
辽宁,盘锦,2022,4500,0.52%↑,,,,,,
辽宁,盘锦,2023,4320,0.03%↓,,,,,,
辽宁,盘锦,2024,4417,1.65%↑,,,,,,
辽宁,沈阳,2015,7242,1%↑,,,,,,
辽宁,沈阳,2016,7242,0.91%↑,,,,,,
辽宁,沈阳,2017,7999,--,,,,,,
辽宁,沈阳,2018,9005,0.13%↓,,,,,,
辽宁,沈阳,2019,9817,0.56%↑,,,,,,
辽宁,沈阳,2020,10216,0.14%↑,,,,,,
辽宁,沈阳,2021,9998,0.11%↓,,,,,,
辽宁,沈阳,2022,9409,0.02%↓,,,,,,
辽宁,沈阳,2023,8652,0.38%↓,,,,,,
辽宁,沈阳,2024,8635,0.12%↓,,,,,,
辽宁,铁岭,2015,3949,--,,,,,,
辽宁,铁岭,2016,3959,0.19%↓,,,,,,
辽宁,铁岭,2017,4036,--,,,,,,
辽宁,铁岭,2018,4094,0.37%↑,,,,,,
辽宁,铁岭,2019,4042,0.61%↑,,,,,,
辽宁,铁岭,2020,3950,0.55%↓,,,,,,
辽宁,铁岭,2021,3816,0.64%↓,,,,,,
辽宁,铁岭,2022,3739,0.18%↑,,,,,,
辽宁,铁岭,2023,3723,0.07%↑,,,,,,
辽宁,铁岭,2024,3702,0.23%↓,,,,,,
辽宁,瓦房店,2019,7271,--,,,,,,
辽宁,瓦房店,2020,7166,--,,,,,,
辽宁,瓦房店,2021,7166,--,,,,,,
辽宁,瓦房店,2022,6652,1.59%↓,,,,,,
辽宁,瓦房店,2023,5194,6.24%↓,,,,,,
辽宁,瓦房店,2024,5185,--,,,,,,
辽宁,营口,2016,1754,51.39%↓,,,,,,
辽宁,营口,2017,4597,0.08%↑,,,,,,
辽宁,营口,2018,4847,0.02%↓,,,,,,
辽宁,营口,2019,4940,0.12%↓,,,,,,
辽宁,营口,2020,5036,0.21%↑,,,,,,
辽宁,营口,2021,5011,0.38%↑,,,,,,
辽宁,营口,2022,4911,0.96%↑,,,,,,
辽宁,营口,2023,4409,0.7%↓,,,,,,
辽宁,营口,2024,4373,0.46%↑,,,,,,
内蒙古,巴彦淖尔市,2015,5050,1%↓,,,,,,
内蒙古,巴彦淖尔市,2016,5333,0.28%↑,,,,,,
内蒙古,巴彦淖尔市,2017,5317,--,,,,,,
内蒙古,巴彦淖尔市,2018,5745,0.77%↑,,,,,,
内蒙古,巴彦淖尔市,2019,5489,0.01%↑,,,,,,
内蒙古,巴彦淖尔市,2020,5604,0.3%↑,,,,,,
内蒙古,巴彦淖尔市,2021,5486,--,,,,,,
内蒙古,巴彦淖尔市,2022,5434,0.61%↓,,,,,,
内蒙古,巴彦淖尔市,2023,5453,0.06%↑,,,,,,
内蒙古,巴彦淖尔市,2024,5502,0.31%↑,,,,,,
内蒙古,包头,2015,5714,--,,,,,,
内蒙古,包头,2016,5861,0.03%↑,,,,,,
内蒙古,包头,2017,6579,0.02%↑,,,,,,
内蒙古,包头,2018,7382,0.01%↑,,,,,,
内蒙古,包头,2019,7990,0.14%↓,,,,,,
内蒙古,包头,2020,8147,0.38%↓,,,,,,
内蒙古,包头,2021,7915,0.12%↑,,,,,,
内蒙古,包头,2022,7622,1.3%↓,,,,,,
内蒙古,包头,2023,7484,0.03%↓,,,,,,
内蒙古,包头,2024,7417,0.54%↓,,,,,,
内蒙古,赤峰,2015,5765,1%↓,,,,,,
内蒙古,赤峰,2016,6122,0.13%↑,,,,,,
内蒙古,赤峰,2017,7381,0.01%↑,,,,,,
内蒙古,赤峰,2018,8803,0.19%↓,,,,,,
内蒙古,赤峰,2019,9808,0.39%↑,,,,,,
内蒙古,赤峰,2020,9477,0.86%↓,,,,,,
内蒙古,赤峰,2021,8156,1.11%↓,,,,,,
内蒙古,赤峰,2022,7688,0.68%↑,,,,,,
内蒙古,赤峰,2023,7271,0.31%↑,,,,,,
内蒙古,赤峰,2024,7290,0.67%↑,,,,,,
内蒙古,鄂尔多斯,2015,4385,--,,,,,,
内蒙古,鄂尔多斯,2016,4478,0.53%↑,,,,,,
内蒙古,鄂尔多斯,2017,5596,--,,,,,,
内蒙古,鄂尔多斯,2018,6249,0.55%↑,,,,,,
内蒙古,鄂尔多斯,2019,7024,0.4%↑,,,,,,
内蒙古,鄂尔多斯,2020,7624,0.11%↓,,,,,,
内蒙古,鄂尔多斯,2021,7614,0.39%↑,,,,,,
内蒙古,鄂尔多斯,2022,8011,1.73%↑,,,,,,
内蒙古,鄂尔多斯,2023,8492,0.57%↑,,,,,,
内蒙古,鄂尔多斯,2024,8539,0.03%↑,,,,,,
内蒙古,海拉尔,2018,4831,0.85%↑,,,,,,
内蒙古,海拉尔,2019,4640,0.23%↑,,,,,,
内蒙古,海拉尔,2020,4545,--,,,,,,
内蒙古,海拉尔,2021,4554,0.33%↓,,,,,,
内蒙古,海拉尔,2022,4574,--,,,,,,
内蒙古,海拉尔,2023,4545,--,,,,,,
内蒙古,海拉尔,2024,4541,0.08%↓,,,,,,
内蒙古,呼和浩特,2015,5462,22%↓,,,,,,
内蒙古,呼和浩特,2016,6651,0.61%↑,,,,,,
内蒙古,呼和浩特,2017,7957,0.02%↑,,,,,,
内蒙古,呼和浩特,2018,10551,1.79%↑,,,,,,
内蒙古,呼和浩特,2019,11375,0.08%↑,,,,,,
内蒙古,呼和浩特,2020,11683,0.08%↑,,,,,,
内蒙古,呼和浩特,2021,10723,1.02%↓,,,,,,
内蒙古,呼和浩特,2022,10343,0.36%↑,,,,,,
内蒙古,呼和浩特,2023,9420,0.58%↓,,,,,,
内蒙古,呼和浩特,2024,9241,0.57%↓,,,,,,
内蒙古,呼伦贝尔,2016,4590,3.23%↓,,,,,,
内蒙古,呼伦贝尔,2017,3763,0.07%↑,,,,,,
内蒙古,呼伦贝尔,2018,3894,1.83%↓,,,,,,
内蒙古,呼伦贝尔,2019,4364,0.95%↑,,,,,,
内蒙古,呼伦贝尔,2020,4685,0.25%↓,,,,,,
内蒙古,呼伦贝尔,2021,4853,0.93%↑,,,,,,
内蒙古,呼伦贝尔,2022,4714,1.51%↓,,,,,,
内蒙古,呼伦贝尔,2023,4902,0.13%↑,,,,,,
内蒙古,呼伦贝尔,2024,4937,0.43%↓,,,,,,
内蒙古,通辽,2015,4520,3%↓,,,,,,
内蒙古,通辽,2016,5110,0.44%↓,,,,,,
内蒙古,通辽,2017,5854,0.07%↓,,,,,,
内蒙古,通辽,2018,6558,0.09%↓,,,,,,
内蒙古,通辽,2019,6663,0.12%↓,,,,,,
内蒙古,通辽,2020,6463,0.32%↑,,,,,,
内蒙古,通辽,2021,6433,0.01%↑,,,,,,
内蒙古,通辽,2022,6490,1.06%↑,,,,,,
内蒙古,通辽,2023,6324,1.17%↑,,,,,,
内蒙古,通辽,2024,6379,0.54%↑,,,,,,
内蒙古,乌海,2016,4038,--,,,,,,
内蒙古,乌海,2017,4422,0.02%↑,,,,,,
内蒙古,乌海,2018,4933,0.55%↑,,,,,,
内蒙古,乌海,2019,4943,0.15%↑,,,,,,
内蒙古,乌海,2020,5276,2.77%↑,,,,,,
内蒙古,乌海,2021,5391,2.07%↓,,,,,,
内蒙古,乌海,2022,5342,3.08%↓,,,,,,
内蒙古,乌海,2023,5908,1.76%↑,,,,,,
内蒙古,乌海,2024,5916,0.71%↑,,,,,,
内蒙古,乌兰察布,2018,5402,1.35%↑,,,,,,
内蒙古,乌兰察布,2019,5042,--,,,,,,
内蒙古,乌兰察布,2020,4926,1.12%↓,,,,,,
内蒙古,乌兰察布,2021,4845,0.68%↑,,,,,,
内蒙古,乌兰察布,2022,4940,0.56%↑,,,,,,
内蒙古,乌兰察布,2023,4321,1.1%↓,,,,,,
内蒙古,乌兰察布,2024,4513,3.27%↑,,,,,,
内蒙古,锡林郭勒盟,2018,4706,4.17%↑,,,,,,
内蒙古,锡林郭勒盟,2019,4761,--,,,,,,
内蒙古,锡林郭勒盟,2020,4877,0.04%↑,,,,,,
内蒙古,锡林郭勒盟,2021,5000,0.02%↓,,,,,,
内蒙古,锡林郭勒盟,2022,4956,0.71%↓,,,,,,
内蒙古,锡林郭勒盟,2023,5402,1.2%↑,,,,,,
内蒙古,锡林郭勒盟,2024,5407,0.55%↑,,,,,,
内蒙古,兴安盟,2017,4482,0.81%↓,,,,,,
内蒙古,兴安盟,2018,5017,1.81%↑,,,,,,
内蒙古,兴安盟,2019,5558,0.27%↓,,,,,,
内蒙古,兴安盟,2020,5603,0.43%↑,,,,,,
内蒙古,兴安盟,2021,5564,0.88%↓,,,,,,
内蒙古,兴安盟,2022,5633,0.3%↓,,,,,,
内蒙古,兴安盟,2023,5716,0.2%↓,,,,,,
