省份,城市,年份,价格,趋势,,,,,,,
湖北,仙桃,2023,5552,1.55% ↑,,,,,,,
湖北,仙桃,2024,5598,0.03% ↓,,,,,,,
湖北,咸宁,2016,2865,0.24% ↑,,,,,,,
湖北,咸宁,2017,3268,0.08% ↑,,,,,,,
湖北,咸宁,2018,4417,1.27% ↓,,,,,,,
湖北,咸宁,2019,4379,0.29% ↑,,,,,,,
湖北,咸宁,2020,4352,0.06% ↓,,,,,,,
湖北,咸宁,2021,4424,0.18% ↑,,,,,,,
湖北,咸宁,2022,4421,0.94% ↑,,,,,,,
湖北,咸宁,2023,4317,0.66% ↓,,,,,,,
湖北,咸宁,2024,4322,0.15% ↑,,,,,,,
湖北,襄阳,2015,5429,7.00% ↓,,,,,,,
湖北,襄阳,2016,6209,1.47% ↓,,,,,,,
湖北,襄阳,2017,8327,0.02% ↓,,,,,,,
湖北,襄阳,2018,8775,0.42% ↓,,,,,,,
湖北,襄阳,2019,9140,0.12% ↓,,,,,,,
湖北,襄阳,2020,9134,0.03% ↓,,,,,,,
湖北,襄阳,2021,8621,2.81% ↓,,,,,,,
湖北,襄阳,2022,8307,0.88% ↓,,,,,,,
湖北,襄阳,2023,7725,1.39% ↓,,,,,,,
湖北,襄阳,2024,7741,0.21% ↑,,,,,,,
湖北,孝感,2015,4023,—,,,,,,,
湖北,孝感,2016,4233,0.39% ↑,,,,,,,
湖北,孝感,2017,5152,0.10% ↑,,,,,,,
湖北,孝感,2018,5850,1.39% ↓,,,,,,,
湖北,孝感,2019,6121,2.08% ↓,,,,,,,
湖北,孝感,2020,6262,1.78% ↓,,,,,,,
湖北,孝感,2021,5572,2.03% ↓,,,,,,,
湖北,孝感,2022,5409,0.18% ↑,,,,,,,
湖北,孝感,2023,4811,0.88% ↓,,,,,,,
湖北,孝感,2024,4876,0.52% ↑,,,,,,,
湖北,宜昌,2011,5851,5.75% ↓,,,,,,,
湖北,宜昌,2012,6355,1.02% ↓,,,,,,,
湖北,宜昌,2013,6696,0.70% ↑,,,,,,,
湖北,宜昌,2015,5962,—,,,,,,,
湖北,宜昌,2016,6248,0.17% ↑,,,,,,,
湖北,宜昌,2017,7471,0.02% ↑,,,,,,,
湖北,宜昌,2018,8813,1.63% ↓,,,,,,,
湖北,宜昌,2019,8036,1.34% ↓,,,,,,,
湖北,宜昌,2020,8074,1.45% ↓,,,,,,,
湖北,宜昌,2021,7785,1.22% ↓,,,,,,,
湖北,宜昌,2022,7743,0.15% ↓,,,,,,,
湖北,宜昌,2023,6812,0.18% ↑,,,,,,,
湖北,宜昌,2024,6836,0.46% ↑,,,,,,,
湖南,常德,2015,4727,1.00% ↓,,,,,,,
湖南,常德,2016,4809,0.77% ↓,,,,,,,
湖南,常德,2017,6157,0.03% ↑,,,,,,,
湖南,常德,2018,6744,1.11% ↓,,,,,,,
湖南,常德,2019,6996,0.46% ↑,,,,,,,
湖南,常德,2020,6779,0.99% ↓,,,,,,,
湖南,常德,2021,6459,1.91% ↓,,,,,,,
湖南,常德,2022,6100,1.81% ↑,,,,,,,
湖南,常德,2023,5444,0.61% ↓,,,,,,,
湖南,常德,2024,5393,0.09% ↓,,,,,,,
湖南,郴州,2015,3808,2.00% ↑,,,,,,,
湖南,郴州,2016,3971,0.23% ↑,,,,,,,
湖南,郴州,2017,4770,0.04% ↑,,,,,,,
湖南,郴州,2018,5861,0.36% ↑,,,,,,,
湖南,郴州,2019,6074,2.51% ↓,,,,,,,
湖南,郴州,2020,6043,1.25% ↓,,,,,,,
湖南,郴州,2021,6286,1.23% ↓,,,,,,,
湖南,郴州,2022,6157,0.29% ↑,,,,,,,
湖南,郴州,2023,5671,1.91% ↓,,,,,,,
湖南,郴州,2024,5562,0.14% ↓,,,,,,,
湖南,衡阳,2015,3451,1.00% ↑,,,,,,,
湖南,衡阳,2016,3657,0.45% ↑,,,,,,,
湖南,衡阳,2017,4706,0.04% ↑,,,,,,,
湖南,衡阳,2018,5461,0.10% ↑,,,,,,,
湖南,衡阳,2019,5510,0.23% ↓,,,,,,,
湖南,衡阳,2020,5432,1.23% ↑,,,,,,,
湖南,衡阳,2021,5732,0.43% ↓,,,,,,,
湖南,衡阳,2022,5828,1.12% ↑,,,,,,,
湖南,衡阳,2023,4886,0.58% ↑,,,,,,,
湖南,衡阳,2024,4839,0.55% ↑,,,,,,,
湖南,怀化,2015,3686,1.00% ↑,,,,,,,
湖南,怀化,2016,3872,0.47% ↑,,,,,,,
湖南,怀化,2017,4922,0.01% ↑,,,,,,,
湖南,怀化,2018,5547,1.47% ↑,,,,,,,
湖南,怀化,2019,5739,0.18% ↓,,,,,,,
湖南,怀化,2020,5576,1.29% ↓,,,,,,,
湖南,怀化,2021,5424,0.30% ↑,,,,,,,
湖南,怀化,2022,5381,1.45% ↑,,,,,,,
湖南,怀化,2023,4518,1.36% ↓,,,,,,,
湖南,怀化,2024,4510,0.33% ↓,,,,,,,
湖南,娄底,2015,3003,28.00% ↓,,,,,,,
湖南,娄底,2016,3168,9.05% ↓,,,,,,,
湖南,娄底,2017,4705,0.02% ↑,,,,,,,
湖南,娄底,2018,5301,1.59% ↑,,,,,,,
湖南,娄底,2019,5614,0.92% ↓,,,,,,,
湖南,娄底,2020,6007,0.03% ↑,,,,,,,
湖南,娄底,2021,5765,1.03% ↓,,,,,,,
湖南,娄底,2022,5503,0.54% ↓,,,,,,,
湖南,娄底,2023,5174,1.04% ↓,,,,,,,
湖南,娄底,2024,5136,1.36% ↑,,,,,,,
湖南,邵阳,2015,3954,1.00% ↓,,,,,,,
湖南,邵阳,2016,4170,1.83% ↑,,,,,,,
湖南,邵阳,2017,4493,0.01% ↑,,,,,,,
湖南,邵阳,2018,5082,0.76% ↓,,,,,,,
湖南,邵阳,2019,5496,0.28% ↓,,,,,,,
湖南,邵阳,2020,5455,0.11% ↓,,,,,,,
湖南,邵阳,2021,5231,0.60% ↓,,,,,,,
湖南,邵阳,2022,5112,1.06% ↓,,,,,,,
湖南,邵阳,2023,4848,0.28% ↓,,,,,,,
湖南,邵阳,2024,4862,0.24% ↓,,,,,,,
湖南,湘潭,2015,3917,—,,,,,,,
湖南,湘潭,2016,4391,2.17% ↑,,,,,,,
湖南,湘潭,2017,4859,0.03% ↓,,,,,,,
湖南,湘潭,2018,5245,0.22% ↑,,,,,,,
湖南,湘潭,2019,5441,0.62% ↓,,,,,,,
湖南,湘潭,2020,5437,0.03% ↑,,,,,,,
湖南,湘潭,2021,5738,0.24% ↑,,,,,,,
湖南,湘潭,2022,5547,0.38% ↓,,,,,,,
湖南,湘潭,2023,4889,2.14% ↓,,,,,,,
湖南,湘潭,2024,4884,0.91% ↑,,,,,,,
湖南,湘西,2017,3944,0.23% ↑,,,,,,,
湖南,湘西,2018,4712,—,,,,,,,
湖南,湘西,2019,5183,0.24% ↓,,,,,,,
湖南,湘西,2020,5196,—,,,,,,,
湖南,湘西,2021,5176,1.00% ↑,,,,,,,
湖南,湘西,2022,5155,0.68% ↑,,,,,,,
湖南,湘西,2023,4729,0.70% ↓,,,,,,,
湖南,湘西,2024,4670,0.45% ↑,,,,,,,
湖南,益阳,2015,3741,3.00% ↓,,,,,,,
湖南,益阳,2016,3956,1.69% ↑,,,,,,,
湖南,益阳,2017,5497,0.17% ↑,,,,,,,
湖南,益阳,2018,6125,3.77% ↓,,,,,,,
湖南,益阳,2019,5944,0.63% ↑,,,,,,,
湖南,益阳,2020,5689,1.79% ↓,,,,,,,
湖南,益阳,2021,6026,0.12% ↑,,,,,,,
湖南,益阳,2022,6205,2.44% ↑,,,,,,,
湖南,益阳,2023,5293,1.36% ↑,,,,,,,
湖南,益阳,2024,5172,1.22% ↓,,,,,,,
湖南,永州,2015,3504,—,,,,,,,
湖南,永州,2016,3669,0.02% ↑,,,,,,,
湖南,永州,2017,4772,0.09% ↑,,,,,,,
湖南,永州,2018,6090,1.23% ↓,,,,,,,
湖南,永州,2019,6560,0.21% ↓,,,,,,,
湖南,永州,2020,6514,1.35% ↑,,,,,,,
湖南,永州,2021,5766,0.19% ↑,,,,,,,
湖南,永州,2022,5213,0.78% ↓,,,,,,,
湖南,永州,2023,4872,0.59% ↑,,,,,,,
湖南,永州,2024,4838,0.15% ↓,,,,,,,
湖南,岳阳,2016,5166,—,,,,,,,
湖南,岳阳,2017,6853,—,,,,,,,
湖南,岳阳,2018,7090,2.19% ↓,,,,,,,
湖南,岳阳,2019,7120,1.17% ↓,,,,,,,
湖南,岳阳,2020,6975,1.39% ↓,,,,,,,
湖南,岳阳,2021,6460,3.10% ↓,,,,,,,
湖南,岳阳,2022,6687,1.18% ↑,,,,,,,
湖南,岳阳,2023,5893,0.88% ↓,,,,,,,
湖南,岳阳,2024,5851,0.20% ↑,,,,,,,
湖南,张家界,2017,6572,0.16% ↑,,,,,,,
湖南,张家界,2018,6860,1.31% ↓,,,,,,,
湖南,张家界,2019,6857,0.11% ↓,,,,,,,
湖南,张家界,2020,7064,1.01% ↑,,,,,,,
湖南,张家界,2021,6745,0.45% ↓,,,,,,,
湖南,张家界,2022,6569,0.59% ↓,,,,,,,
湖南,张家界,2023,6230,0.09% ↓,,,,,,,
湖南,张家界,2024,6171,0.12% ↓,,,,,,,
湖南,长沙,2010,6122,4.45% ↑,,,,,,,
湖南,长沙,2011,6726,1.35% ↓,,,,,,,
湖南,长沙,2012,6486,0.51% ↑,,,,,,,
湖南,长沙,2013,6466,0.79% ↓,,,,,,,
湖南,长沙,2014,6349,0.42% ↑,,,,,,,
湖南,长沙,2015,6396,—,,,,,,,
湖南,长沙,2016,7540,4.70% ↑,,,,,,,
湖南,长沙,2017,9794,0.02% ↑,,,,,,,
湖南,长沙,2018,10541,1.47% ↓,,,,,,,
湖南,长沙,2019,9996,—,,,,,,,
湖南,长沙,2020,9900,0.36% ↓,,,,,,,
湖南,长沙,2021,10395,0.73% ↓,,,,,,,
湖南,长沙,2022,10591,0.27% ↑,,,,,,,
湖南,长沙,2023,9939,0.65% ↓,,,,,,,
湖南,长沙,2024,9915,0.08% ↑,,,,,,,
湖南,株洲,2015,4520,6.00% ↓,,,,,,,
湖南,株洲,2016,4674,0.52% ↓,,,,,,,
湖南,株洲,2017,5431,0.02% ↑,,,,,,,
湖南,株洲,2018,6039,1.47% ↓,,,,,,,
湖南,株洲,2019,6339,1.26% ↓,,,,,,,
湖南,株洲,2020,6391,0.86% ↓,,,,,,,
湖南,株洲,2021,6405,0.47% ↓,,,,,,,
湖南,株洲,2022,6123,0.33% ↑,,,,,,,
湖南,株洲,2023,5299,1.70% ↓,,,,,,,
湖南,株洲,2024,5295,1.10% ↑,,,,,,,
吉林,白城,2015,3944,2.00% ↓,,,,,,,
吉林,白城,2016,4123,0.30% ↓,,,,,,,
吉林,白城,2017,4935,0.01% ↑,,,,,,,
吉林,白城,2018,5166,—,,,,,,,
吉林,白城,2019,4853,0.31% ↓,,,,,,,
吉林,白城,2020,4822,0.05% ↑,,,,,,,
吉林,白城,2021,4638,1.12% ↓,,,,,,,
吉林,白城,2022,4508,0.57% ↓,,,,,,,
吉林,白城,2023,4412,0.90% ↓,,,,,,,
吉林,白城,2024,4478,0.72% ↑,,,,,,,
吉林,白山,2017,3412,0.01% ↑,,,,,,,
吉林,白山,2018,3786,2.81% ↓,,,,,,,
吉林,白山,2019,4123,0.42% ↓,,,,,,,
吉林,白山,2020,4138,0.07% ↑,,,,,,,
吉林,白山,2021,4283,0.68% ↓,,,,,,,
吉林,白山,2022,4243,0.45% ↓,,,,,,,
吉林,白山,2023,4638,2.53% ↑,,,,,,,
吉林,白山,2024,4389,1.90% ↓,,,,,,,
吉林,吉林,2011,5513,0.63% ↓,,,,,,,
吉林,吉林,2012,5711,5.52% ↑,,,,,,,
吉林,吉林,2013,5507,0.07% ↑,,,,,,,
吉林,吉林,2016,5390,0.31% ↑,,,,,,,
吉林,吉林,2017,5753,0.03% ↑,,,,,,,
吉林,吉林,2018,6546,0.15% ↑,,,,,,,
吉林,吉林,2019,7468,0.21% ↑,,,,,,,
吉林,吉林,2020,7650,0.36% ↑,,,,,,,
吉林,吉林,2021,7153,2.24% ↓,,,,,,,
吉林,吉林,2022,6373,0.22% ↑,,,,,,,
吉林,吉林,2023,5971,1.26% ↓,,,,,,,
吉林,吉林,2024,5953,0.13% ↑,,,,,,,
吉林,辽源,2015,3912,—,,,,,,,
吉林,辽源,2016,3968,0.02% ↓,,,,,,,
吉林,辽源,2017,4004,0.04% ↑,,,,,,,
吉林,辽源,2018,4154,0.03% ↑,,,,,,,
吉林,辽源,2019,4602,0.46% ↑,,,,,,,
吉林,辽源,2020,4590,0.25% ↓,,,,,,,
吉林,辽源,2021,4818,0.27% ↑,,,,,,,
吉林,辽源,2022,4622,0.66% ↑,,,,,,,
吉林,辽源,2023,4314,0.51% ↓,,,,,,,
吉林,辽源,2024,4356,0.83% ↑,,,,,,,
吉林,四平,2016,3648,—,,,,,,,
吉林,四平,2017,4685,0.02% ↑,,,,,,,
吉林,四平,2018,4973,0.79% ↑,,,,,,,
吉林,四平,2019,5109,0.57% ↓,,,,,,,
吉林,四平,2020,5306,1.33% ↑,,,,,,,
吉林,四平,2021,4982,1.24% ↓,,,,,,,
吉林,四平,2022,4433,0.45% ↑,,,,,,,
吉林,四平,2023,4264,—,,,,,,,
吉林,四平,2024,4183,0.28% ↓,,,,,,,
吉林,松原,2015,4150,2.00% ↓,,,,,,,
吉林,松原,2016,4340,0.32% ↓,,,,,,,
吉林,松原,2017,4394,—,,,,,,,
吉林,松原,2018,4536,0.17% ↓,,,,,,,
吉林,松原,2019,4507,0.21% ↑,,,,,,,
吉林,松原,2020,4556,0.02% ↑,,,,,,,
吉林,松原,2021,4686,0.16% ↑,,,,,,,
吉林,松原,2022,4723,0.07% ↑,,,,,,,
吉林,松原,2023,4640,0.56% ↑,,,,,,,
吉林,松原,2024,4627,0.34% ↑,,,,,,,
吉林,通化,2015,3245,11.00% ↓,,,,,,,
吉林,通化,2016,3825,3.13% ↑,,,,,,,
吉林,通化,2017,4461,0.03% ↓,,,,,,,
吉林,通化,2018,5031,0.47% ↓,,,,,,,
吉林,通化,2019,5100,0.52% ↑,,,,,,,
吉林,通化,2020,5094,0.46% ↓,,,,,,,
吉林,通化,2021,5117,0.36% ↓,,,,,,,
吉林,通化,2022,5081,0.49% ↓,,,,,,,
吉林,通化,2023,4871,0.28% ↓,,,,,,,
吉林,通化,2024,4801,0.01% ↑,,,,,,,
吉林,延边,2016,4672,0.37% ↓,,,,,,,
吉林,延边,2017,4836,0.03% ↓,,,,,,,
吉林,延边,2018,5335,0.65% ↑,,,,,,,
吉林,延边,2019,5292,0.06% ↓,,,,,,,
吉林,延边,2020,5288,0.05% ↑,,,,,,,
吉林,延边,2021,5403,0.05% ↓,,,,,,,
吉林,延边,2022,5264,0.20% ↓,,,,,,,
吉林,延边,2023,5348,0.08% ↓,,,,,,,
吉林,延边,2024,5364,0.27% ↑,,,,,,,
吉林,长春,2011,6637,9.56% ↓,,,,,,,
吉林,长春,2012,6498,0.05% ↓,,,,,,,
吉林,长春,2013,7171,0.58% ↑,,,,,,,
吉林,长春,2014,6941,1.12% ↓,,,,,,,
吉林,长春,2015,6715,—,,,,,,,
吉林,长春,2016,6782,0.59% ↑,,,,,,,
吉林,长春,2017,7422,0.03% ↑,,,,,,,
吉林,长春,2018,9121,0.55% ↑,,,,,,,
吉林,长春,2019,9513,0.68% ↓,,,,,,,
吉林,长春,2020,9513,0.06% ↓,,,,,,,
吉林,长春,2021,9398,0.60% ↓,,,,,,,
吉林,长春,2022,8844,0.10% ↓,,,,,,,
吉林,长春,2023,8134,1.37% ↓,,,,,,,
吉林,长春,2024,8006,0.50% ↓,,,,,,,
江苏,常州,2011,7576,0.35% ↑,,,,,,,
江苏,常州,2012,5491,7.96% ↑,,,,,,,
江苏,常州,2013,6172,1.17% ↑,,,,,,,
江苏,常州,2014,7265,8.01% ↑,,,,,,,
江苏,常州,2015,6507,5.00% ↓,,,,,,,
江苏,常州,2016,8136,6.29% ↑,,,,,,,
江苏,常州,2017,11972,0.01% ↑,,,,,,,
江苏,常州,2018,13318,1.94% ↓,,,,,,,
江苏,常州,2019,14001,0.52% ↑,,,,,,,
江苏,常州,2020,14456,0.47% ↓,,,,,,,
江苏,常州,2021,15357,0.53% ↓,,,,,,,
江苏,常州,2022,14981,0.13% ↑,,,,,,,
江苏,常州,2023,13053,1.08% ↓,,,,,,,
江苏,常州,2024,12868,0.14% ↑,,,,,,,
江苏,大丰,2019,8502,0.05% ↓,,,,,,,
江苏,大丰,2020,8520,0.16% ↑,,,,,,,
江苏,大丰,2021,8879,1.25% ↑,,,,,,,
江苏,大丰,2022,8793,0.49% ↑,,,,,,,
江苏,大丰,2023,8779,—,,,,,,,
江苏,大丰,2024,8779,—,,,,,,,
江苏,淮安,2015,5535,5.00% ↓,,,,,,,
江苏,淮安,2016,5694,0.96% ↑,,,,,,,
江苏,淮安,2017,7924,0.01% ↑,,,,,,,
江苏,淮安,2018,8513,1.23% ↓,,,,,,,
江苏,淮安,2019,8277,0.15% ↑,,,,,,,
江苏,淮安,2020,8555,1.00% ↑,,,,,,,
江苏,淮安,2021,10370,1.20% ↓,,,,,,,
江苏,淮安,2022,9573,0.10% ↓,,,,,,,
江苏,淮安,2023,8157,1.76% ↓,,,,,,,
江苏,淮安,2024,8030,0.34% ↓,,,,,,,
江苏,昆山,2011,7095,1.00% ↓,,,,,,,
江苏,昆山,2012,7018,0.90% ↑,,,,,,,
江苏,昆山,2013,7407,0.35% ↑,,,,,,,
江苏,昆山,2014,7070,1.01% ↓,,,,,,,
江苏,昆山,2015,7428,—,,,,,,,
江苏,昆山,2016,10620,1.75% ↓,,,,,,,
江苏,昆山,2017,11469,0.01% ↑,,,,,,,
江苏,昆山,2018,13653,1.21% ↑,,,,,,,
江苏,昆山,2019,15775,1.11% ↑,,,,,,,
江苏,昆山,2020,16386,0.71% ↓,,,,,,,
江苏,昆山,2021,17960,0.44% ↓,,,,,,,
江苏,昆山,2022,18770,1.63% ↑,,,,,,,
江苏,昆山,2023,17386,2.32% ↓,,,,,,,
江苏,昆山,2024,17377,0.09% ↓,,,,,,,
江苏,连云港,2016,6406,0.08% ↑,,,,,,,
江苏,连云港,2017,8370,0.04% ↓,,,,,,,
江苏,连云港,2018,8441,0.95% ↓,,,,,,,
江苏,连云港,2019,8610,0.62% ↓,,,,,,,
江苏,连云港,2020,8851,1.02% ↑,,,,,,,
江苏,连云港,2021,10542,0.88% ↓,,,,,,,
江苏,连云港,2022,10514,0.71% ↑,,,,,,,
江苏,连云港,2023,9352,1.51% ↓,,,,,,,
江苏,连云港,2024,9199,0.51% ↓,,,,,,,
江苏,南京,2010,13994,0.55% ↑,,,,,,,
江苏,南京,2011,14326,1.24% ↓,,,,,,,
江苏,南京,2012,14632,0.86% ↑,,,,,,,
江苏,南京,2013,17174,1.34% ↑,,,,,,,
江苏,南京,2014,17954,0.31% ↑,,,,,,,
江苏,南京,2015,18547,1.00% ↑,,,,,,,
江苏,南京,2016,24668,0.62% ↑,,,,,,,
江苏,南京,2017,25527,0.01% ↑,,,,,,,
江苏,南京,2018,27347,0.85% ↑,,,,,,,
江苏,南京,2019,28300,0.97% ↓,,,,,,,
江苏,南京,2020,28388,0.73% ↑,,,,,,,
江苏,南京,2021,28422,1.93% ↓,,,,,,,
江苏,南京,2022,25186,0.94% ↓,,,,,,,
江苏,南京,2023,26987,1.04% ↑,,,,,,,
江苏,南京,2024,27685,0.45% ↑,,,,,,,
江苏,南通,2011,9906,0.15% ↑,,,,,,,
江苏,南通,2012,9332,1.02% ↑,,,,,,,
江苏,南通,2013,8152,2.49% ↑,,,,,,,
江苏,南通,2015,8241,4.00% ↓,,,,,,,
江苏,南通,2016,8646,0.36% ↓,,,,,,,
江苏,南通,2017,10631,0.03% ↑,,,,,,,
江苏,南通,2018,11677,0.30% ↓,,,,,,,
江苏,南通,2019,13602,1.46% ↑,,,,,,,
江苏,南通,2020,14175,1.27% ↑,,,,,,,
江苏,南通,2021,16075,0.92% ↓,,,,,,,
江苏,南通,2022,14433,1.49% ↓,,,,,,,
江苏,南通,2023,12623,1.50% ↓,,,,,,,
江苏,南通,2024,12573,0.16% ↓,,,,,,,
江苏,沭阳,2015,5456,—,,,,,,,
江苏,沭阳,2016,5456,—,,,,,,,
江苏,沭阳,2017,7025,0.01% ↓,,,,,,,
江苏,沭阳,2018,7889,0.63% ↑,,,,,,,
江苏,沭阳,2019,8438,1.20% ↑,,,,,,,
江苏,沭阳,2020,8279,0.27% ↑,,,,,,,
江苏,沭阳,2021,9314,0.71% ↓,,,,,,,
江苏,沭阳,2022,8833,0.48% ↓,,,,,,,
江苏,沭阳,2023,8602,—,,,,,,,
江苏,沭阳,2024,8602,—,,,,,,,
江苏,苏州,2010,8871,1.01% ↑,,,,,,,
江苏,苏州,2011,9920,—,,,,,,,
江苏,苏州,2012,10008,0.65% ↑,,,,,,,
江苏,苏州,2013,10853,0.27% ↑,,,,,,,
江苏,苏州,2014,10892,0.87% ↑,,,,,,,
江苏,苏州,2015,12152,3.00% ↑,,,,,,,
江苏,苏州,2016,16051,0.18% ↑,,,,,,,
江苏,苏州,2017,15197,0.01% ↓,,,,,,,
江苏,苏州,2018,16807,1.33% ↑,,,,,,,
江苏,苏州,2019,19409,0.63% ↑,,,,,,,
江苏,苏州,2020,20197,0.69% ↑,,,,,,,
江苏,苏州,2021,22176,0.56% ↓,,,,,,,
江苏,苏州,2022,20979,0.26% ↓,,,,,,,
江苏,苏州,2023,20105,1.50% ↓,,,,,,,
江苏,苏州,2024,19826,0.37% ↓,,,,,,,
江苏,宿迁,2015,4865,1.00% ↓,,,,,,,
江苏,宿迁,2016,5044,0.35% ↑,,,,,,,
江苏,宿迁,2017,7063,0.02% ↑,,,,,,,
江苏,宿迁,2018,7636,2.27% ↓,,,,,,,
江苏,宿迁,2019,8598,1.04% ↑,,,,,,,
江苏,宿迁,2020,9141,0.45% ↑,,,,,,,
江苏,宿迁,2021,10424,0.99% ↓,,,,,,,
江苏,宿迁,2022,10013,0.56% ↓,,,,,,,
江苏,宿迁,2023,9057,1.31% ↓,,,,,,,
江苏,宿迁,2024,8901,0.58% ↓,,,,,,,
江苏,泰州,2011,7714,—,,,,,,,
江苏,泰州,2012,7911,1.23% ↑,,,,,,,
江苏,泰州,2013,7775,0.36% ↑,,,,,,,
江苏,泰州,2015,4613,—,,,,,,,
江苏,泰州,2016,7226,1.79% ↑,,,,,,,
江苏,泰州,2017,9037,0.01% ↑,,,,,,,
江苏,泰州,2018,10175,0.62% ↓,,,,,,,
江苏,泰州,2019,10832,0.18% ↑,,,,,,,
江苏,泰州,2020,11026,0.24% ↑,,,,,,,
江苏,泰州,2021,13185,0.64% ↓,,,,,,,
江苏,泰州,2022,12244,0.12% ↑,,,,,,,
江苏,泰州,2023,11165,0.18% ↓,,,,,,,
江苏,泰州,2024,11070,0.40% ↓,,,,,,,
江苏,无锡,2010,7528,1.46% ↑,,,,,,,
江苏,无锡,2011,7417,2.15% ↓,,,,,,,
江苏,无锡,2012,7277,0.53% ↑,,,,,,,
江苏,无锡,2013,7253,0.53% ↓,,,,,,,
江苏,无锡,2014,6923,0.57% ↓,,,,,,,
江苏,无锡,2015,6716,1.00% ↓,,,,,,,
江苏,无锡,2016,8233,1.04% ↑,,,,,,,
江苏,无锡,2017,9515,0.01% ↓,,,,,,,
江苏,无锡,2018,10941,1.15% ↑,,,,,,,
江苏,无锡,2019,12688,0.67% ↑,,,,,,,
江苏,无锡,2020,13076,0.75% ↑,,,,,,,
江苏,无锡,2021,14955,0.62% ↓,,,,,,,
江苏,无锡,2022,15155,0.89% ↑,,,,,,,
江苏,无锡,2023,13587,0.64% ↓,,,,,,,
江苏,无锡,2024,13687,0.92% ↑,,,,,,,
江苏,徐州,2011,6829,0.76% ↑,,,,,,,
江苏,徐州,2012,6778,1.56% ↑,,,,,,,
江苏,徐州,2013,6691,0.84% ↓,,,,,,,
江苏,徐州,2014,6316,5.77% ↓,,,,,,,
江苏,徐州,2015,6571,1.00% ↓,,,,,,,
江苏,徐州,2016,6706,0.27% ↑,,,,,,,
江苏,徐州,2017,8715,0.01% ↑,,,,,,,
江苏,徐州,2018,10050,1.38% ↓,,,,,,,
江苏,徐州,2019,10452,0.28% ↑,,,,,,,
江苏,徐州,2020,10417,0.64% ↓,,,,,,,
江苏,徐州,2021,10626,0.27% ↓,,,,,,,
江苏,徐州,2022,10279,0.60% ↓,,,,,,,
江苏,徐州,2023,8943,1.26% ↓,,,,,,,
江苏,徐州,2024,8744,0.46% ↓,,,,,,,
江苏,盐城,2015,6461,3.00% ↓,,,,,,,
江苏,盐城,2016,6554,1.63% ↓,,,,,,,
江苏,盐城,2017,8372,0.04% ↓,,,,,,,
江苏,盐城,2018,9274,0.56% ↑,,,,,,,
江苏,盐城,2019,9923,0.05% ↑,,,,,,,
江苏,盐城,2020,10317,0.94% ↓,,,,,,,
江苏,盐城,2021,12345,3.55% ↓,,,,,,,
江苏,盐城,2022,10055,2.61% ↓,,,,,,,
江苏,盐城,2023,8580,1.63% ↓,,,,,,,
江苏,盐城,2024,8519,0.29% ↑,,,,,,,
江苏,扬州,2011,8208,0.18% ↑,,,,,,,
江苏,扬州,2012,8299,2.10% ↑,,,,,,,
江苏,扬州,2013,8084,1.81% ↓,,,,,,,
江苏,扬州,2015,8338,12.00% ↓,,,,,,,
江苏,扬州,2016,8528,0.07% ↓,,,,,,,
江苏,扬州,2017,10774,0.05% ↑,,,,,,,
江苏,扬州,2018,12380,0.49% ↓,,,,,,,
江苏,扬州,2019,12971,0.02% ↑,,,,,,,
江苏,扬州,2020,13299,0.23% ↓,,,,,,,
江苏,扬州,2021,14176,1.19% ↓,,,,,,,
江苏,扬州,2022,13427,0.20% ↓,,,,,,,
江苏,扬州,2023,11748,1.93% ↓,,,,,,,
江苏,扬州,2024,11560,0.22% ↓,,,,,,,
江苏,镇江,2011,6805,0.18% ↑,,,,,,,
江苏,镇江,2012,6525,—,,,,,,,
江苏,镇江,2013,6609,1.29% ↑,,,,,,,
江苏,镇江,2015,7245,6.00% ↑,,,,,,,
江苏,镇江,2016,7182,0.75% ↓,,,,,,,
江苏,镇江,2017,8976,0.01% ↑,,,,,,,
江苏,镇江,2018,9622,0.43% ↓,,,,,,,
江苏,镇江,2019,9320,0.83% ↓,,,,,,,
江苏,镇江,2020,9353,1.13% ↑,,,,,,,
江苏,镇江,2021,9759,0.95% ↓,,,,,,,
江苏,镇江,2022,8998,0.95% ↓,,,,,,,
江苏,镇江,2023,8194,1.19% ↓,,,,,,,
江苏,镇江,2024,8057,0.48% ↓,,,,,,,
江西,抚州,2016,5641,1.02% ↑,,,,,,,
江西,抚州,2017,7296,0.05% ↓,,,,,,,
江西,抚州,2018,7809,0.02% ↓,,,,,,,
江西,抚州,2019,7941,0.27% ↓,,,,,,,
江西,抚州,2020,7934,1.99% ↓,,,,,,,
江西,抚州,2021,8043,1.58% ↓,,,,,,,
江西,抚州,2022,7720,0.59% ↓,,,,,,,
江西,抚州,2023,6929,1.60% ↓,,,,,,,
江西,抚州,2024,6455,5.40% ↓,,,,,,,
江西,赣州,2015,5576,—,,,,,,,
江西,赣州,2016,5975,0.04% ↓,,,,,,,
江西,赣州,2017,7761,0.03% ↑,,,,,,,
江西,赣州,2018,8851,0.23% ↓,,,,,,,
江西,赣州,2019,8310,1.68% ↓,,,,,,,
江西,赣州,2020,8422,0.64% ↓,,,,,,,
江西,赣州,2021,9451,0.12% ↑,,,,,,,
江西,赣州,2022,9459,0.13% ↓,,,,,,,
江西,赣州,2023,8661,1.20% ↓,,,,,,,
江西,赣州,2024,8600,1.16% ↓,,,,,,,
